web-scraper-order,web-scraper-start-url,card_link,card_link-href,name,Stats,description,card_type
1585687272-5450,https://db.ygoprodeck.com/search/?&sort=level&sortorder=desc&num=100&offset=0&view=List,"Flower Cardian WillowEffect MonsterWarriorWhile you control a Level 10 or lower ""Flower Cardian"" monster: You can Special Summon this card from your hand, also you cannot Normal or Special Summon monsters for the rest of this turn, except ""Flower Cardian"" monsters. Once per turn: You can target 1 ""Flower Cardian"" monster in your Graveyard; shuffle it into your Deck, then draw 1 card. 16,1401.16 1 1",https://db.ygoprodeck.com/card/?search=Flower%20Cardian%20Willow,Flower Cardian Willow,ATK: 100 DEF: 100,"While you control a Level 10 or lower ""Flower Cardian"" monster: You can Special Summon this card from your hand, also you cannot Normal or Special Summon monsters for the rest of this turn, except ""Flower Cardian"" monsters. Once per turn: You can target 1 ""Flower Cardian"" monster in your Graveyard; shuffle it into your Deck, then draw 1 card.",Effect Monster
1585687217-5424,https://db.ygoprodeck.com/search/?&sort=level&sortorder=desc&num=100&offset=0&view=List,"Atomic Scrap DragonSynchro MonsterDragon1 ""Scrap"" Tuner + 2 or more non-Tuner monsters
Once per turn, you can select 1 card you control and up to 3 cards in your opponent's Graveyard. Destroy your selected card and return the opponent's cards to the Deck. When this card is destroyed by your opponent's card (either by battle or by card effect) and sent to the Graveyard, select 1 non-Synchro ""Scrap"" monster from your Graveyard, and Special Summon it. 16,5300.32 2 0",https://db.ygoprodeck.com/card/?search=Atomic%20Scrap%20Dragon,Atomic Scrap Dragon,ATK: 3200 DEF: 2400,"1 ""Scrap"" Tuner + 2 or more non-Tuner monsters
Once per turn, you can select 1 card you control and up to 3 cards in your opponent's Graveyard. Destroy your selected card and return the opponent's cards to the Deck. When this card is destroyed by your opponent's card (either by battle or by card effect) and sent to the Graveyard, select 1 non-Synchro ""Scrap"" monster from your Graveyard, and Special Summon it.",Synchro Monster
1585687338-5479,https://db.ygoprodeck.com/search/?&sort=level&sortorder=desc&num=100&offset=0&view=List,"Hot Red Dragon Archfiend King CalamitySynchro MonsterDragon2 Tuners + 1 non-Tuner DARK Dragon-Type Synchro Monster
When this card is Synchro Summoned: You can activate this effect; for the rest of this turn, your opponent cannot activate cards, also cards your opponent controls cannot activate their effects. Your opponent cannot activate cards or effects in response to this effect's activation. If this card destroys a monster by battle: Inflict damage to your opponent equal to that monster's original ATK. If this card in its owner's possession is destroyed by an opponent's card (by battle or card effect): You can target 1 Level 8 or lower DARK Dragon-Type Synchro Monster in your Graveyard; Special Summon it. 93,3140.18 20 3",https://db.ygoprodeck.com/card/?search=Hot%20Red%20Dragon%20Archfiend%20King%20Calamity,Hot Red Dragon Archfiend King Calamity,ATK: 4000 DEF: 3500,"2 Tuners + 1 non-Tuner DARK Dragon-Type Synchro Monster
When this card is Synchro Summoned: You can activate this effect; for the rest of this turn, your opponent cannot activate cards, also cards your opponent controls cannot activate their effects. Your opponent cannot activate cards or effects in response to this effect's activation. If this card destroys a monster by battle: Inflict damage to your opponent equal to that monster's original ATK. If this card in its owner's possession is destroyed by an opponent's card (by battle or card effect): You can target 1 Level 8 or lower DARK Dragon-Type Synchro Monster in your Graveyard; Special Summon it.",Synchro Monster
1585687344-5482,https://db.ygoprodeck.com/search/?&sort=level&sortorder=desc&num=100&offset=0&view=List,"Flower Cardian Paulownia with PhoenixEffect MonsterWarriorCannot be Normal Summoned/Set. Must first be Special Summoned (from your hand) by Tributing 1 Level 12 ""Flower Cardian"" monster, except ""Flower Cardian Paulownia with Phoenix"". If this card is Special Summoned: Draw 1 card, and if you do, show it, then you can Special Summon it if it is a ""Flower Cardian"" monster. Otherwise, send it to the Graveyard. Once per turn, when this card inflicts battle damage to your opponent: You can draw 1 card. 12,8690.19 2 3",https://db.ygoprodeck.com/card/?search=Flower%20Cardian%20Paulownia%20with%20Phoenix,Flower Cardian Paulownia with Phoenix,ATK: 2000 DEF: 2000,"Cannot be Normal Summoned/Set. Must first be Special Summoned (from your hand) by Tributing 1 Level 12 ""Flower Cardian"" monster, except ""Flower Cardian Paulownia with Phoenix"". If this card is Special Summoned: Draw 1 card, and if you do, show it, then you can Special Summon it if it is a ""Flower Cardian"" monster. Otherwise, send it to the Graveyard. Once per turn, when this card inflicts battle damage to your opponent: You can draw 1 card.",Effect Monster
1585687318-5470,https://db.ygoprodeck.com/search/?&sort=level&sortorder=desc&num=100&offset=0&view=List,"Rainbow OverdragonFusion MonsterDragon7 ""Crystal Beast"" monsters
(This card is always treated as an ""Ultimate Crystal"" card.)
Must be either Fusion Summoned, or Special Summoned by Tributing 1 Level 10 ""Ultimate Crystal"" monster (in which case you do not use ""Polymerization""). Once per turn: You can banish 1 ""Crystal Beast"" monster from your GY; this card gains ATK equal to the banished monster's, until the end of this turn. (Quick Effect): You can Tribute this Fusion Summoned card; shuffle all cards on the field into the Deck. 65,5156.83 11 5",https://db.ygoprodeck.com/card/?search=Rainbow%20Overdragon,null,,,
1585687353-5486,https://db.ygoprodeck.com/search/?&sort=level&sortorder=desc&num=100&offset=0&view=List,"Dystopia the DespondentEffect MonsterFiendCannot be Normal Summoned/Set. Must be Special Summoned (from your hand or Graveyard) by sending 4 face-up Level 1 monsters you control to the Graveyard, and cannot be Special Summoned by other ways. Other monsters you control cannot attack. During either player's Battle Step, once per battle involving this card: You can banish 1 Level 1 monster from your Graveyard; until the end of the Damage Step, this card is unaffected by other cards' effects, also it cannot be destroyed by battle. 32,9180.34 12 1",https://db.ygoprodeck.com/card/?search=Dystopia%20the%20Despondent,null,,,
1585687164-5399,https://db.ygoprodeck.com/search/?&sort=level&sortorder=desc&num=100&offset=0&view=List,"Dangerous Frightfur NightmaryFusion MonsterFiend1 ""Edge Imp"" monster + 2 ""Fluffal"" monsters
Gains 300 ATK for each Fairy and Fiend monster in your GY during your turn only. When this Fusion Summoned card destroys a monster by battle: You can send ""Frightfur"", ""Fluffal"", and/or ""Edge Imp"" monsters from your Deck to the GY, equal to the destroyed monster's Level. When your opponent activates a card or effect that targets this face-up card on the field (Quick Effect): You can banish 1 ""Frightfur"" monster from your Extra Deck; negate that effect. 24,0140.22 10 6",https://db.ygoprodeck.com/card/?search=Dangerous%20Frightfur%20Nightmary,Dangerous Frightfur Nightmary,ATK: 2000 DEF: 3000,"1 ""Edge Imp"" monster + 2 ""Fluffal"" monsters

Gains 300 ATK for each Fairy and Fiend monster in your GY during your turn only. When this Fusion Summoned card destroys a monster by battle: You can send ""Frightfur"", ""Fluffal"", and/or ""Edge Imp"" monsters from your Deck to the GY, equal to the destroyed monster's Level. When your opponent activates a card or effect that targets this face-up card on the field (Quick Effect): You can banish 1 ""Frightfur"" monster from your Extra Deck; negate that effect.",Fusion Monster
1585687370-5494,https://db.ygoprodeck.com/search/?&sort=level&sortorder=desc&num=100&offset=0&view=List,"Assault Blackwing - Onimaru the Divine ThunderSynchro MonsterWinged Beast1 Tuner + 1 or more non-Tuner monsters
If this card is Synchro Summoned using a ""Blackwing"" monster as Material, it is treated as a Tuner while face-up on the field. Cannot be destroyed by card effects. You can target 1 ""Blackwing"" monster in your Graveyard; this card's Level becomes the same as that monster's. You can only use this effect of ""Assault Blackwing - Onimaru the Divine Thunder"" once per Duel. If this card that was Synchro Summoned using only Synchro Monsters attacks, this card gains 3000 ATK during the Damage Step only. 34,7470.29 5 2",https://db.ygoprodeck.com/card/?search=Assault%20Blackwing%20-%20Onimaru%20the%20Divine%20Thunder,null,ATK: 3000 DEF: 2000,"1 Tuner + 1 or more non-Tuner monsters
If this card is Synchro Summoned using a ""Blackwing"" monster as Material, it is treated as a Tuner while face-up on the field. Cannot be destroyed by card effects. You can target 1 ""Blackwing"" monster in your Graveyard; this card's Level becomes the same as that monster's. You can only use this effect of ""Assault Blackwing - Onimaru the Divine Thunder"" once per Duel. If this card that was Synchro Summoned using only Synchro Monsters attacks, this card gains 3000 ATK during the Damage Step only.",Synchro Monster
1585687255-5442,https://db.ygoprodeck.com/search/?&sort=level&sortorder=desc&num=100&offset=0&view=List,"Number 84: Pain GainerXYZ MonsterInsect2 Level 11 monsters
You can also Xyz Summon this card by using a Rank 8, 9, or 10 DARK Xyz Monster you control with 2 or more Xyz Materials as the Xyz Material. (Xyz Materials attached to that monster also become Xyz Materials on this card.) This card gains DEF equal to the combined Ranks of all Xyz Monsters you control x 200. While this card has Xyz Material, each time your opponent activates a Spell/Trap Card, inflict 600 damage to your opponent immediately after it resolves. Once per turn: You can detach 1 Xyz Material from this card; destroy all face-up monsters your opponent controls with DEF less than or equal to this card's. 80,8961.21 5 0",https://db.ygoprodeck.com/card/?search=Number%2084%3A%20Pain%20Gainer,Number 84: Pain Gainer,ATK: 0 DEF: 0,"2 Level 11 monsters
You can also Xyz Summon this card by using a Rank 8, 9, or 10 DARK Xyz Monster you control with 2 or more Xyz Materials as the Xyz Material. (Xyz Materials attached to that monster also become Xyz Materials on this card.) This card gains DEF equal to the combined Ranks of all Xyz Monsters you control x 200. While this card has Xyz Material, each time your opponent activates a Spell/Trap Card, inflict 600 damage to your opponent immediately after it resolves. Once per turn: You can detach 1 Xyz Material from this card; destroy all face-up monsters your opponent controls with DEF less than or equal to this card's.",XYZ Monster
1585687200-5416,https://db.ygoprodeck.com/search/?&sort=level&sortorder=desc&num=100&offset=0&view=List,"Colossal Fighter/Assault ModeEffect MonsterWarriorThis card cannot be Normal Summoned or Set. This card cannot be Special Summoned except with ""Assault Mode Activate"". When this card is Special Summoned, you can send up to 2 Warrior-Type monsters from your Deck to the Graveyard. All monsters your opponent controls lose 100 ATK for every Warrior-Type monster in your Graveyard. When this card on the field is destroyed, you can Special Summon 1 ""Colossal Fighter"" from your Graveyard. 9,3511.29 2 2",https://db.ygoprodeck.com/card/?search=Colossal%20Fighter%2FAssault%20Mode,Colossal Fighter/Assault Mode,ATK: 3300 DEF: 1500,"This card cannot be Normal Summoned or Set. This card cannot be Special Summoned except with ""Assault Mode Activate"". When this card is Special Summoned, you can send up to 2 Warrior-Type monsters from your Deck to the Graveyard. All monsters your opponent controls lose 100 ATK for every Warrior-Type monster in your Graveyard. When this card on the field is destroyed, you can Special Summon 1 ""Colossal Fighter"" from your Graveyard.",Effect Monster
1585687192-5412,https://db.ygoprodeck.com/search/?&sort=level&sortorder=desc&num=100&offset=0&view=List,"Cyber Angel VrashRitual Effect MonsterFairyYou can Ritual Summon this card with ""Machine Angel Ritual"". If this card is Ritual Summoned: You can destroy as many face-up monsters your opponent controls as possible that were Special Summoned from the Extra Deck, and if you do, inflict 1000 damage to your opponent for each, and if you do that, this card can make a second attack during each Battle Phase this turn. Once per turn, during either player's turn, when a card or effect is activated that would destroy a card on the field: You can shuffle 1 Ritual Monster from your Graveyard into the Deck; negate the activation, and if you do, destroy that card. 41,8170.13 9 2",https://db.ygoprodeck.com/card/?search=Cyber%20Angel%20Vrash,Cyber Angel Vrash,ATK: 3000 DEF: 2000,"You can Ritual Summon this card with ""Machine Angel Ritual"". If this card is Ritual Summoned: You can destroy as many face-up monsters your opponent controls as possible that were Special Summoned from the Extra Deck, and if you do, inflict 1000 damage to your opponent for each, and if you do that, this card can make a second attack during each Battle Phase this turn. Once per turn, during either player's turn, when a card or effect is activated that would destroy a card on the field: You can shuffle 1 Ritual Monster from your Graveyard into the Deck; negate the activation, and if you do, destroy that card.",Ritual Effect Monster
1585687270-5449,https://db.ygoprodeck.com/search/?&sort=level&sortorder=desc&num=100&offset=0&view=List,"Flower Cardian Willow with CalligrapherTuner MonsterWarriorCannot be Normal Summoned/Set. Must first be Special Summoned (from your hand) by Tributing 1 Level 11 ""Flower Cardian"" monster, except ""Flower Cardian Willow with Calligrapher"". If this card is Special Summoned: Draw 1 card, and if you do, show it, then you can Special Summon it if it is a ""Flower Cardian"" monster. Otherwise, send it to the Graveyard. When this card is used as Synchro Material, you can treat it and all other Synchro Materials (that have a Level) as Level 2 monsters. 14,7730.24 1 0",https://db.ygoprodeck.com/card/?search=Flower%20Cardian%20Willow%20with%20Calligrapher,Flower Cardian Willow with Calligrapher,ATK: 2000 DEF: 2000,"Cannot be Normal Summoned/Set. Must first be Special Summoned (from your hand) by Tributing 1 Level 11 ""Flower Cardian"" monster, except ""Flower Cardian Willow with Calligrapher"". If this card is Special Summoned: Draw 1 card, and if you do, show it, then you can Special Summon it if it is a ""Flower Cardian"" monster. Otherwise, send it to the Graveyard. When this card is used as Synchro Material, you can treat it and all other Synchro Materials (that have a Level) as Level 2 monsters.",Tuner Monster
1585687242-5436,https://db.ygoprodeck.com/search/?&sort=level&sortorder=desc&num=100&offset=0&view=List,"Yubel - Terror IncarnateEffect MonsterFiendCannot be Normal Summoned or Set. Must be Special Summoned by ""Yubel"", and cannot be Special Summoned by other ways. This card cannot be destroyed by battle. You take no Battle Damage from battles involving this card. Before damage calculation, when this face-up Attack Position card is attacked by an opponent's monster: Inflict damage to your opponent equal to that monster's ATK. During your End Phase: Destroy all other monsters on the field. When this face-up card leaves the field: You can Special Summon 1 ""Yubel - The Ultimate Nightmare"" from your hand, Deck or Graveyard. 47,6561.16 4 0",https://db.ygoprodeck.com/card/?search=Yubel%20-%20Terror%20Incarnate,Yubel - Terror Incarnate,ATK: 0 DEF: 0,"Cannot be Normal Summoned or Set. Must be Special Summoned by ""Yubel"", and cannot be Special Summoned by other ways. This card cannot be destroyed by battle. You take no Battle Damage from battles involving this card. Before damage calculation, when this face-up Attack Position card is attacked by an opponent's monster: Inflict damage to your opponent equal to that monster's ATK. During your End Phase: Destroy all other monsters on the field. When this face-up card leaves the field: You can Special Summon 1 ""Yubel - The Ultimate Nightmare"" from your hand, Deck or Graveyard.",Effect Monster
1585687285-5456,https://db.ygoprodeck.com/search/?&sort=level&sortorder=desc&num=100&offset=0&view=List,"Archnemesys ProtosEffect MonsterDragonCannot be Normal Summoned/Set. Must first be Special Summoned (from your hand) by banishing 3 face-up monsters with different Attributes you control and/or in your GY. Cannot be destroyed by card effects. You can declare 1 Attribute on the field; destroy all monsters on the field of that Attribute, also neither player can Special Summon monsters of that Attribute until the end of the next turn. You can only use this effect of ""Archnemesys Protos"" once per turn.
 16,0040.00 1 4",https://db.ygoprodeck.com/card/?search=Archnemesys%20Protos,null,,,
1585687363-5491,https://db.ygoprodeck.com/search/?&sort=level&sortorder=desc&num=100&offset=0&view=List,"Blue-Eyes Alternative Ultimate DragonFusion MonsterDragon""Blue-Eyes White Dragon"" + ""Blue-Eyes White Dragon"" + ""Blue-Eyes White Dragon""
Your opponent cannot target this card with card effects, also it cannot be destroyed by your opponent's card effects. Once per turn: You can target 1 card your opponent controls, or up to 3 instead if this card was Fusion Summoned using a monster whose original name is ""Blue-Eyes Alternative White Dragon"" as material; destroy them. This card cannot attack the turn this effect is activated.  134,2971.66 62 23",https://db.ygoprodeck.com/card/?search=Blue-Eyes%20Alternative%20Ultimate%20Dragon,Blue-Eyes Alternative Ultimate Dragon,ATK: 4500 DEF: 3800,"""Blue-Eyes White Dragon"" + ""Blue-Eyes White Dragon"" + ""Blue-Eyes White Dragon""

Your opponent cannot target this card with card effects, also it cannot be destroyed by your opponent's card effects. Once per turn: You can target 1 card your opponent controls, or up to 3 instead if this card was Fusion Summoned using a monster whose original name is ""Blue-Eyes Alternative White Dragon"" as material; destroy them. This card cannot attack the turn this effect is activated.",Fusion Monster
1585687221-5426,https://db.ygoprodeck.com/search/?&sort=level&sortorder=desc&num=100&offset=0&view=List,"Armed Dragon LV10Effect MonsterDragonThis card cannot be Normal Summoned or Set. This card cannot be Special Summoned except by Tributing 1 ""Armed Dragon LV7"". You can send 1 card from your hand to the Graveyard to destroy all face-up monsters your opponent controls. 36,46212.14 13 6",https://db.ygoprodeck.com/card/?search=Armed%20Dragon%20LV10,Armed Dragon LV10,ATK: 3000 DEF: 2000,"This card cannot be Normal Summoned or Set. This card cannot be Special Summoned except by Tributing 1 ""Armed Dragon LV7"". You can send 1 card from your hand to the Graveyard to destroy all face-up monsters your opponent controls.",Effect Monster
1585687342-5481,https://db.ygoprodeck.com/search/?&sort=level&sortorder=desc&num=100&offset=0&view=List,"Geomathmech Final SigmaSynchro MonsterCyberse1 Tuner + 1+ non-Tuner monsters
Unaffected by card effects, except ""Mathmech"" cards, while in the Extra Monster Zone. If this card in the Extra Monster Zone battles an opponent's monster, any battle damage it inflicts to your opponent is doubled. If this card is destroyed by battle, or if this card in its owner's possession is destroyed by an opponent's card effect: You can add 1 ""Mathmech"" card from your Deck to your hand. You can only use this effect of ""Geomathmech Final Sigma"" once per turn. 44,2770.81 11 3",https://db.ygoprodeck.com/card/?search=Geomathmech%20Final%20Sigma,Geomathmech Final Sigma,ATK: 3000 DEF: 0,"1 Tuner + 1+ non-Tuner monsters

Unaffected by card effects, except ""Mathmech"" cards, while in the Extra Monster Zone. If this card in the Extra Monster Zone battles an opponent's monster, any battle damage it inflicts to your opponent is doubled. If this card is destroyed by battle, or if this card in its owner's possession is destroyed by an opponent's card effect: You can add 1 ""Mathmech"" card from your Deck to your hand. You can only use this effect of ""Geomathmech Final Sigma"" once per turn.",Synchro Monster
1585687162-5398,https://db.ygoprodeck.com/search/?&sort=level&sortorder=desc&num=100&offset=0&view=List,"Darklord DesireEffect MonsterFairyCannot be Special Summoned. You can Tribute Summon this card by Tributing 1 Fairy-Type monster. Once per turn: You can target 1 monster your opponent controls; this card loses exactly 1000 ATK, and if it does, send that target to the Graveyard. 12,6830.15 3 1",https://db.ygoprodeck.com/card/?search=Darklord%20Desire,Darklord Desire,ATK: 3000 DEF: 2800,"Cannot be Special Summoned. You can Tribute Summon this card by Tributing 1 Fairy-Type monster. Once per turn: You can target 1 monster your opponent controls; this card loses exactly 1000 ATK, and if it does, send that target to the Graveyard.",Effect Monster
1585687229-5430,https://db.ygoprodeck.com/search/?&sort=level&sortorder=desc&num=100&offset=0&view=List,"Apoqliphort TowersEffect MonsterMachineCannot be Special Summoned. Requires 3 ""Qli"" Tributes to Normal Summon/Set. If this card is Normal Summoned/Set, it is unaffected by Spell/Trap effects and by activated effects from any monster whose original Level/Rank is lower than this card's current Level. All Special Summoned monsters lose 500 ATK and DEF. Once per turn: You can make your opponent send 1 monster from their hand or their side of the field to the Graveyard (their choice). 23,8940.22 3 1",https://db.ygoprodeck.com/card/?search=Apoqliphort%20Towers,Apoqliphort Towers,ATK: 3000 DEF: 2600,"Cannot be Special Summoned. Requires 3 ""Qli"" Tributes to Normal Summon/Set. If this card is Normal Summoned/Set, it is unaffected by Spell/Trap effects and by activated effects from any monster whose original Level/Rank is lower than this card's current Level. All Special Summoned monsters lose 500 ATK and DEF. Once per turn: You can make your opponent send 1 monster from their hand or their side of the field to the Graveyard (their choice).",Effect Monster
1585687213-5422,https://db.ygoprodeck.com/search/?&sort=level&sortorder=desc&num=100&offset=0&view=List,"Blackwing - Aurora the Northern LightsEffect MonsterWinged BeastCannot be Normal Summoned/Set. Must be Special Summoned (from your hand) by banishing 2 face-up monsters you control (1 ""Blackwing"" Tuner and 1 non-Tuner) and cannot be Special Summoned by other ways. Once per turn: You can banish 1 ""Blackwing"" Synchro Monster from your Extra Deck; until the End Phase, this card's name and original ATK become that monster's, and replace this effect with that monster's original effects. 8,7280.22 2 0",https://db.ygoprodeck.com/card/?search=Blackwing%20-%20Aurora%20the%20Northern%20Lights,Blackwing - Aurora the Northern Lights,ATK: 0 DEF: 0,"Cannot be Normal Summoned/Set. Must be Special Summoned (from your hand) by banishing 2 face-up monsters you control (1 ""Blackwing"" Tuner and 1 non-Tuner) and cannot be Special Summoned by other ways. Once per turn: You can banish 1 ""Blackwing"" Synchro Monster from your Extra Deck; until the End Phase, this card's name and original ATK become that monster's, and replace this effect with that monster's original effects.",Effect Monster
1585687298-5462,https://db.ygoprodeck.com/search/?&sort=level&sortorder=desc&num=100&offset=0&view=List,"Superheavy Samurai Steam Train KingSynchro MonsterMachine1 ""Superheavy Samurai"" Tuner + 2+ non-Tuner ""Superheavy Samurai"" monsters
This card can attack while in face-up Defense Position. If it does, apply its DEF for damage calculation. Once per turn: You can discard up to 2 cards, then target that many cards your opponent controls; destroy them. Once per turn: You can banish all Spells and Traps from the GYs, and if you do, inflict 200 damage to your opponent for each card banished. 38,9430.26 9 2",https://db.ygoprodeck.com/card/?search=Superheavy%20Samurai%20Steam%20Train%20King,Superheavy Samurai Steam Train King,ATK: 2000 DEF: 4800,"1 ""Superheavy Samurai"" Tuner + 2+ non-Tuner ""Superheavy Samurai"" monsters

This card can attack while in face-up Defense Position. If it does, apply its DEF for damage calculation. Once per turn: You can discard up to 2 cards, then target that many cards your opponent controls; destroy them. Once per turn: You can banish all Spells and Traps from the GYs, and if you do, inflict 200 damage to your opponent for each card banished.",Synchro Monster
1585687253-5441,https://db.ygoprodeck.com/search/?&sort=level&sortorder=desc&num=100&offset=0&view=List,"Sophia, Goddess of RebirthEffect MonsterFairyCannot be Normal Summoned/Set. Must be Special Summoned (from your hand) by banishing 1 face-up Ritual, Fusion, Synchro, and Xyz Monster from anywhere on the field, and cannot be Special Summoned by other ways. This card's Special Summon cannot be negated. When this card is Special Summoned: Banish all other cards from both players' hands, fields, and Graveyards. Cards and effects cannot be activated in response to this effect's activation. 10,0320.37 7 1",https://db.ygoprodeck.com/card/?search=Sophia%2C%20Goddess%20of%20Rebirth,"Sophia, Goddess of Rebirth",ATK: 3600 DEF: 3400,"Cannot be Normal Summoned/Set. Must be Special Summoned (from your hand) by banishing 1 face-up Ritual, Fusion, Synchro, and Xyz Monster from anywhere on the field, and cannot be Special Summoned by other ways. This card's Special Summon cannot be negated. When this card is Special Summoned: Banish all other cards from both players' hands, fields, and Graveyards. Cards and effects cannot be activated in response to this effect's activation.",Effect Monster
1585687366-5492,https://db.ygoprodeck.com/search/?&sort=level&sortorder=desc&num=100&offset=0&view=List,"Battlewasp - Ballista the ArmageddonSynchro MonsterInsect1 Tuner + 1+ non-Tuner monsters
If this card is Special Summoned: You can banish all Insect monsters from your GY; all monsters your opponent currently controls lose 500 ATK/DEF for each of your banished Insect monsters. If this card attacks a Defense Position monster, inflict piercing battle damage. If this Synchro Summoned card in its owner's control is destroyed by an opponent's card: You can Special Summon 3 of your banished Level 11 or lower Insect monsters. 13,5340.11 3 1",https://db.ygoprodeck.com/card/?search=Battlewasp%20-%20Ballista%20the%20Armageddon,null,,,
1585687179-5406,https://db.ygoprodeck.com/search/?&sort=level&sortorder=desc&num=100&offset=0&view=List,"D.D. Jet IronEffect MonsterMachineCannot be Normal Summoned/Set. Must first be Special Summoned (from your hand) by sending 1 ""D.D. Esper Star Sparrow"", ""Beast-Warrior Puma"", ""Phoenix Beast Gairuda"", and ""Ironhammer the Giant"" from your hand and/or face-up from your side of the field to the Graveyard. You can Tribute this card to target 1 ""D.D. Esper Star Sparrow"", ""Beast-Warrior Puma"", ""Phoenix Beast Gairuda"" and ""Ironhammer the Giant"" in your Graveyard; Special Summon those targets. 5,9050.10 0 2",https://db.ygoprodeck.com/card/?search=D.D.%20Jet%20Iron,D.D. Jet Iron,ATK: 4000 DEF: 0,"Cannot be Normal Summoned/Set. Must first be Special Summoned (from your hand) by sending 1 ""D.D. Esper Star Sparrow"", ""Beast-Warrior Puma"", ""Phoenix Beast Gairuda"", and ""Ironhammer the Giant"" from your hand and/or face-up from your side of the field to the Graveyard. You can Tribute this card to target 1 ""D.D. Esper Star Sparrow"", ""Beast-Warrior Puma"", ""Phoenix Beast Gairuda"" and ""Ironhammer the Giant"" in your Graveyard; Special Summon those targets.",Effect Monster
1585687346-5483,https://db.ygoprodeck.com/search/?&sort=level&sortorder=desc&num=100&offset=0&view=List,"Flower Cardian PaulowniaEffect MonsterWarriorWhile you control a Level 11 or lower ""Flower Cardian"" monster: You can Special Summon this card from your hand, also you cannot Normal or Special Summon monsters for the rest of this turn, except ""Flower Cardian"" monsters. When this card is targeted for an attack: You can negate the attack, end the Battle Phase, then draw 1 card. 17,7000.31 2 1",https://db.ygoprodeck.com/card/?search=Flower%20Cardian%20Paulownia,Flower Cardian Paulownia,ATK: 100 DEF: 100,"While you control a Level 11 or lower ""Flower Cardian"" monster: You can Special Summon this card from your hand, also you cannot Normal or Special Summon monsters for the rest of this turn, except ""Flower Cardian"" monsters. When this card is targeted for an attack: You can negate the attack, end the Battle Phase, then draw 1 card.",Effect Monster
1585687287-5457,https://db.ygoprodeck.com/search/?&sort=level&sortorder=desc&num=100&offset=0&view=List,"Yubel - The Ultimate NightmareEffect MonsterFiendCannot be Normal Summoned or Set. Must be Special Summoned by ""Yubel - Terror Incarnate"", and cannot be Special Summoned by other ways. This card cannot be destroyed by battle. You take no Battle Damage from battles involving this card. At the end of the Damage Step, if this face-up Attack Position card battles with an opponent's monster: Inflict damage equal to that monster's ATK to your opponent, also destroy that monster. 47,7571.94 12 7",https://db.ygoprodeck.com/card/?search=Yubel%20-%20The%20Ultimate%20Nightmare,Yubel - The Ultimate Nightmare,ATK: 0 DEF: 0,"Cannot be Normal Summoned or Set. Must be Special Summoned by ""Yubel - Terror Incarnate"", and cannot be Special Summoned by other ways. This card cannot be destroyed by battle. You take no Battle Damage from battles involving this card. At the end of the Damage Step, if this face-up Attack Position card battles with an opponent's monster: Inflict damage equal to that monster's ATK to your opponent, also destroy that monster.",Effect Monster
1585687185-5409,https://db.ygoprodeck.com/search/?&sort=level&sortorder=desc&num=100&offset=0&view=List,"Cyber Eternity DragonFusion MonsterMachine1 ""Cyber Dragon"" monster + 2 Machine monsters
If you have a Machine Fusion Monster in your GY, your opponent cannot target this card with card effects, also it cannot be destroyed by your opponent's card effects. If this Fusion Summoned card you control is sent to your GY by your opponent's card: You can Special Summon 1 ""Cyber Dragon"" from your hand, Deck, or GY. You can banish this card from your GY; this turn, your opponent cannot target Fusion Monsters you control with card effects, also they cannot be destroyed by your opponent's card effects. 110,9467.18 14 7",https://db.ygoprodeck.com/card/?search=Cyber%20Eternity%20Dragon,Cyber Eternity Dragon,ATK: 2800 DEF: 4000,"1 ""Cyber Dragon"" monster + 2 Machine monsters

If you have a Machine Fusion Monster in your GY, your opponent cannot target this card with card effects, also it cannot be destroyed by your opponent's card effects. If this Fusion Summoned card you control is sent to your GY by your opponent's card: You can Special Summon 1 ""Cyber Dragon"" from your hand, Deck, or GY. You can banish this card from your GY; this turn, your opponent cannot target Fusion Monsters you control with card effects, also they cannot be destroyed by your opponent's card effects.",Fusion Monster
1585687206-5419,https://db.ygoprodeck.com/search/?&sort=level&sortorder=desc&num=100&offset=0&view=List,"Blue-Eyes Twin Burst DragonFusion MonsterDragon""Blue-Eyes White Dragon"" + ""Blue-Eyes White Dragon""
Must be either Fusion Summoned, or Special Summoned by sending the above monsters you control to the Graveyard (in which case you do not use ""Polymerization""), and cannot be Special Summoned by other ways. Cannot be destroyed by battle. This card can make up to 2 attacks on monsters during each Battle Phase. At the end of the Damage Step, when this card attacks an opponent's monster, but the opponent's monster was not destroyed by the battle: You can banish that opponent's monster. 302,1203.63 23 7",https://db.ygoprodeck.com/card/?search=Blue-Eyes%20Twin%20Burst%20Dragon,Blue-Eyes Twin Burst Dragon,ATK: 3000 DEF: 2500,"""Blue-Eyes White Dragon"" + ""Blue-Eyes White Dragon""
Must be either Fusion Summoned, or Special Summoned by sending the above monsters you control to the Graveyard (in which case you do not use ""Polymerization""), and cannot be Special Summoned by other ways. Cannot be destroyed by battle. This card can make up to 2 attacks on monsters during each Battle Phase. At the end of the Damage Step, when this card attacks an opponent's monster, but the opponent's monster was not destroyed by the battle: You can banish that opponent's monster.",Fusion Monster
